Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2022-09-11;20:00;1574;9
2023-05-04;16:00;5686;5500
2022-10-25;18:00;4518;135
2022-09-11;22:00;3174;3
2023-05-04;18:00;5390;2711
2022-10-25;20:00;6724;1
2022-09-12;04:00;3121;1
2023-05-05;18:00;2218;2613
2022-10-25;22:00;6569;1
2022-09-12;21:00;2471;2
2023-05-05;19:00;1792;1135
2022-10-26;04:00;6689;1
2022-09-12;22:00;2654;2
2023-05-06;04:00;1750;0
2022-10-26;08:00;7320;75
2022-09-12;23:00;2685;1
2023-05-06;18:00;775;2340
2022-10-26;13:00;4882;3981
2022-09-13;05:00;1640;1
2023-05-06;22:00;1832;2
2022-10-26;21:00;4223;1
2022-09-13;12:00;2754;3048
2023-05-07;02:00;1618;0
2022-10-27;01:00;7292;1
2022-09-13;15:00;2610;2811
2023-05-07;07:00;953;273
2022-10-27;06:00;7397;1
2022-09-13;17:00;2844;1495
2023-05-07;08:00;892;921
2022-10-27;07:00;7915;1
2022-09-13;20:00;2793;5
2023-05-07;19:00;2079;1095
2022-10-27;13:00;4744;3006
2022-09-13;22:00;2810;2
2023-05-07;23:00;1695;1
2022-10-27;20:00;8233;1
2022-09-14;01:00;2223;1
2023-05-08;01:00;1731;0
2022-10-27;23:00;7914;1
2022-09-14;09:00;2185;1129
2023-05-08;05:00;1263;1
2022-10-28;07:00;9042;1
2022-09-14;19:00;2298;272
2023-05-08;06:00;1237;21
2022-10-28;08:00;9327;64
2022-09-14;23:00;1889;1
2023-05-08;07:00;1310;389
2022-10-28;13:00;3757;3368
2022-09-15;03:00;1568;1
2023-05-08;10:00;1525;3470
2022-10-28;14:00;3449;3302
2022-09-15;04:00;1530;1
2023-05-08;16:00;1940;4681
2022-10-28;19:00;2413;2
2022-09-15;12:00;1053;4655
2023-05-08;23:00;1977;2
2022-10-28;21:00;2743;1
2022-09-15;16:00;1573;3553
2023-05-09;01:00;2476;0
2022-10-28;23:00;3317;1
2022-09-15;18:00;1959;1336
2023-05-10;14:00;6414;5599
2022-10-29;04:00;5486;1
2022-09-16;01:00;1759;1
2023-05-11;01:00;3422;1
2022-10-29;17:00;5028;844
2022-09-16;03:00;1718;1
2023-05-11;13:00;1664;5221
2022-10-29;22:00;4724;1
2022-09-16;13:00;4130;4559
2023-05-11;15:00;2044;4909
2022-10-29;23:00;4255;1
2022-09-16;21:00;5048;1
2023-05-12;00:00;2530;1
2022-10-30;04:00;3170;1
2022-09-17;00:00;5524;1
2023-05-12;15:00;3571;3624
2022-10-30;07:00;4195;50
2022-09-17;08:00;4544;736
2023-05-12;20:00;3818;172
2022-10-30;08:00;4355;641
2022-09-17;09:00;3707;2450
2023-05-12;21:00;4248;3
2022-10-30;15:00;2425;1874
2022-09-17;10:00;4228;4078
2023-05-13;02:00;4908;1
2022-10-31;14:00;6388;1773
2022-09-17;14:00;5318;5937
2023-05-13;03:00;5081;0
2022-10-31;21:00;12996;1
2022-09-17;17:00;5520;3358
2023-05-13;04:00;5083;1
2022-11-01;12:00;11663;4042
2022-09-18;04:00;2432;1
2023-05-14;03:00;4648;1
2022-11-01;16:00;10436;967
2022-09-18;05:00;2236;1
2023-05-14;05:00;3735;1
2022-11-01;17:00;10150;107
2022-09-18;08:00;2404;764
2023-05-14;09:00;2070;2874
2022-11-01;19:00;11485;2
2022-09-18;11:00;3218;5225
2023-05-14;11:00;1870;5045
2022-11-01;20:00;11966;1
2022-09-18;15:00;5957;5478
2023-05-14;15:00;2892;5337
2022-11-01;23:00;11383;1
2022-09-19;04:00;2627;1
2023-05-15;03:00;3271;0
2022-11-02;02:00;9438;1
2022-09-19;09:00;1704;2500
2023-05-15;05:00;2622;1
2022-11-02;06:00;5979;8
2022-09-19;17:00;3010;3224
2023-05-15;06:00;2485;46
2022-11-02;10:00;2885;3398
2022-09-19;21:00;3372;4
2023-05-15;08:00;2063;1427
2022-11-02;19:00;7661;1
2022-09-20;00:00;2753;3
2023-05-15;14:00;5839;5460
2022-11-02;23:00;8850;1
2022-09-20;02:00;2317;1
2023-05-16;11:00;8594;5178
2022-11-03;05:00;9172;1
2022-09-20;16:00;2160;4320
2023-05-16;13:00;8706;6038
2022-11-03;06:00;9492;1
2022-09-20;19:00;2336;213
2023-05-16;17:00;9280;4025
2022-11-03;07:00;10055;20
2022-09-21;03:00;2834;1
2023-05-17;14:00;8061;5938
2022-11-03;08:00;10298;235
2022-09-21;04:00;2912;1
2023-05-17;16:00;8484;4646
2022-11-03;13:00;10021;1064
2022-09-21;14:00;1957;5691
2023-05-17;17:00;8577;3560
2022-11-03;23:00;10953;1
2022-09-21;20:00;1907;3
2023-05-18;03:00;6545;0
2022-11-04;00:00;11322;1
2022-09-22;00:00;2726;1
2023-05-18;05:00;5776;0
2022-11-04;05:00;7977;1
2022-09-22;18:00;209;1374
2023-05-18;09:00;2148;3196
2022-11-04;06:00;7028;1
2022-09-23;05:00;543;1
2023-05-18;12:00;4428;5843
2022-11-04;08:00;6077;473
2022-09-23;08:00;703;487
2023-05-18;22:00;6012;1
2022-11-04;10:00;5869;1968
2022-09-23;14:00;667;2883
2023-05-19;02:00;6058;0
2022-11-04;12:00;6496;2562
2022-09-23;23:00;1057;1
2023-05-19;17:00;6577;2756
2022-11-04;15:00;7714;1734
2022-09-24;01:00;1070;1
2023-05-19;18:00;6611;1665
2022-11-04;17:00;6238;86
2022-09-24;07:00;1119;5
2023-05-20;01:00;7385;1
2022-11-07;07:00;11169;28
2022-09-24;10:00;847;1690
2023-05-20;17:00;6884;2067
2022-11-07;19:00;10209;2
2022-09-24;13:00;1297;2843
2023-05-20;21:00;5589;10
2022-11-08;02:00;12261;1
2022-09-24;18:00;2831;646
2023-05-21;02:00;6145;0
2022-11-08;04:00;12840;1
2022-09-24;20:00;3021;1
2023-05-21;08:00;3664;1032
2022-11-08;07:00;13532;23
2022-09-25;02:00;2730;1
2023-05-21;13:00;2506;2684
2022-11-08;08:00;13333;424
2022-09-25;06:00;2833;1
2023-05-21;14:00;2221;2494
2022-11-08;22:00;10847;1
2022-09-25;11:00;1919;3535
2023-05-21;18:00;4379;1668
2022-11-09;03:00;8665;1
2022-09-25;20:00;1855;3
2023-05-21;20:00;4452;262
2022-11-09;20:00;5347;1
2022-09-26;02:00;2053;1
2023-05-21;21:00;4435;10
2022-11-09;21:00;5139;1
2022-09-26;05:00;4294;1
2023-05-22;07:00;1942;496
2022-11-10;06:00;3310;1
2022-09-26;07:00;5868;11
2023-05-22;08:00;1436;1374
2022-11-10;08:00;3351;443
2022-09-26;08:00;6714;445
2023-05-22;11:00;1486;4664
2022-11-10;19:00;4186;1
2022-09-26;11:00;9963;3740
2023-05-22;14:00;2107;4806
2022-11-10;20:00;4149;1
2022-09-26;14:00;11925;3733
2023-05-22;15:00;2464;4684
2022-11-10;22:00;4133;1
2022-09-26;16:00;11266;2427
2023-05-22;17:00;3445;3397
2022-11-11;04:00;2853;1
2022-09-27;00:00;6832;2
2023-05-23;02:00;4541;0
2022-11-11;11:00;2397;3764
2022-09-27;01:00;6952;1
2023-05-23;04:00;4694;1
2022-11-12;07:00;3732;10
2022-09-27;03:00;7009;1
2023-05-23;09:00;5713;2326
2022-11-13;02:00;2448;1
2022-09-27;14:00;9648;3516
2023-05-23;17:00;7646;3051
2022-11-13;08:00;2130;288
2022-09-27;16:00;9228;2386
2023-05-23;20:00;8666;317
2022-11-13;15:00;919;1785
2022-09-27;17:00;8782;1494
2023-05-24;08:00;3746;1868
2022-11-13;16:00;1057;636
2022-09-27;20:00;8629;1
2023-05-24;12:00;5497;5936
2022-11-13;18:00;1639;3
2022-09-27;22:00;8796;1
2023-05-24;15:00;5570;5210
2022-11-13;19:00;1936;1
2022-09-28;05:00;5579;1
2023-05-24;17:00;7286;3548
2022-01-01;03:00;3390;1
2022-11-13;21:00;2251;1
2022-09-28;10:00;2925;2130
2023-05-24;22:00;6953;1
2022-01-01;10:00;5180;1631
2022-11-13;22:00;2643;1
2022-09-28;11:00;3122;2836
2023-05-25;01:00;6572;0
2022-01-01;15:00;2579;1480
2022-11-13;23:00;3185;1
2022-09-28;23:00;2544;1
2023-05-25;02:00;6919;0
2022-01-01;17:00;4151;32
2022-11-14;03:00;3537;1
2022-09-29;02:00;2208;1
2023-05-25;06:00;7536;78
2022-01-01;19:00;5262;1
2022-11-14;16:00;4241;207
2022-09-29;03:00;2026;1
2023-05-25;07:00;6935;599
2022-01-01;21:00;5522;2
2022-11-15;00:00;6720;1
2022-09-29;06:00;1369;1
2023-05-25;10:00;8066;4333
2022-01-01;22:00;5384;2
2022-11-15;08:00;10098;155
2022-09-29;14:00;962;3322
2023-05-25;11:00;9398;4986
2022-01-01;23:00;5384;2
2022-11-15;10:00;10006;908
2022-09-29;18:00;1080;608
2023-05-25;13:00;9652;5296
2022-01-02;02:00;5908;1
2022-11-15;12:00;10228;1177
2022-09-29;19:00;1031;80
2023-05-25;20:00;6744;377
2022-01-02;07:00;9644;2
2022-11-15;13:00;10408;1140
2022-09-29;23:00;1138;1
2023-05-26;09:00;3319;4106
2022-01-02;13:00;10962;1807
2022-11-15;21:00;8114;1
2022-09-30;02:00;1038;1
2023-05-26;14:00;5316;7031
2022-01-02;14:00;11051;1571
2022-11-15;22:00;7902;1
2022-09-30;03:00;914;1
2023-05-26;16:00;5723;5912
2022-01-02;17:00;13118;18
2022-11-16;03:00;8771;1
2022-09-30;11:00;1243;3895
2023-05-26;23:00;8925;0
2022-01-02;19:00;13613;1
2022-11-16;11:00;9146;3372
2022-09-30;20:00;8090;2
2023-05-27;04:00;7071;0
2022-01-03;00:00;11451;2
2022-11-16;13:00;8952;3217
2022-10-01;04:00;13649;1
2023-05-27;14:00;1647;4375
2022-01-03;07:00;9442;2
2022-11-17;12:00;12843;2459
2022-10-01;06:00;12464;1
2023-05-27;16:00;1741;5202
2022-01-03;08:00;9358;30
2022-11-17;17:00;8383;22
2022-10-01;10:00;10217;1303
2023-05-27;20:00;3139;397
2022-01-03;15:00;9666;1110
2022-11-17;18:00;8504;3
2022-10-01;14:00;11670;3238
2023-05-28;03:00;4692;0
2022-01-03;17:00;8674;21
2022-11-17;21:00;8972;1
2022-10-01;20:00;8085;6
2023-05-28;04:00;4417;0
2022-01-03;20:00;7624;2
2022-11-17;22:00;8784;1
2022-10-02;01:00;6987;2
2023-05-28;07:00;3568;742
2022-01-04;02:00;7842;2
2022-11-18;01:00;9258;1
2022-10-02;06:00;4820;1
2023-05-28;13:00;2466;4436
2022-01-04;03:00;7587;1
2022-11-18;09:00;6046;1240
2022-10-02;09:00;5543;1297
2023-05-28;21:00;7985;32
2022-01-04;04:00;7436;1
2022-11-18;13:00;4471;2662
2022-10-02;14:00;7101;3921
2023-05-29;04:00;8571;0
2022-01-04;12:00;4730;1113
2022-11-18;14:00;4052;2068
2022-10-02;20:00;1745;5
2023-05-29;19:00;11366;1249
2022-01-04;18:00;7642;2
2022-11-18;21:00;3231;1
2022-10-02;22:00;1494;3
2023-05-29;20:00;11022;372
2022-01-04;22:00;9843;1
2022-11-19;07:00;2373;4
2022-10-03;02:00;1166;1
2023-05-29;21:00;10887;32
2022-01-05;06:00;7014;3
2022-11-19;08:00;2321;297
2022-10-03;05:00;850;1
2023-05-30;00:00;9780;1
2022-01-05;08:00;6468;34
2022-11-19;16:00;2996;535
2022-10-03;11:00;750;3333
2023-05-30;06:00;8412;105
2022-01-06;12:00;2033;3334
2022-11-20;03:00;5341;1
2022-10-03;12:00;711;4014
2023-05-30;11:00;6298;6331
2022-01-07;01:00;9391;1
2022-11-20;22:00;9058;1
2022-10-03;18:00;964;848
2023-05-30;12:00;6703;6892
2022-01-07;05:00;9390;1
2022-11-21;04:00;5333;1
2022-10-03;22:00;1709;1
2023-05-30;19:00;10058;1291
2022-01-07;08:00;9087;45
2022-11-21;06:00;5134;1
2022-10-04;03:00;1057;1
2023-05-31;06:00;6439;85
2022-01-07;13:00;10383;2324
2022-11-21;12:00;9622;906
2022-10-04;05:00;1000;1
2023-05-31;09:00;3469;3318
2022-01-07;20:00;9876;2
2022-11-21;16:00;12149;109
2022-10-04;15:00;1076;4957
2023-05-31;13:00;5627;5759
2022-01-07;22:00;9916;2
2022-11-21;18:00;12254;2
2022-10-04;16:00;1188;4024
2023-05-31;19:00;7945;1282
2022-01-08;03:00;6674;2
2022-11-22;00:00;11766;1
2022-10-04;20:00;1137;5
2023-06-01;02:00;7112;0
2022-01-08;07:00;6394;2
2022-11-22;04:00;12358;1
2022-10-04;23:00;2172;3
2023-06-01;17:00;5404;3935
2022-01-08;15:00;14849;795
2022-11-22;06:00;12635;1
2022-10-05;05:00;5803;1
2023-06-02;00:00;7855;1
2022-01-08;18:00;15273;3
2022-11-22;09:00;12367;1066
2022-10-05;10:00;6847;2794
2023-06-02;06:00;7363;117
2022-01-09;01:00;14493;2
2022-11-22;10:00;12341;1948
2022-10-05;12:00;9472;4778
2023-06-02;08:00;6777;2184
2022-01-09;07:00;9610;2
2022-11-22;13:00;13266;2181
2022-10-05;15:00;10142;4571
2023-06-02;13:00;4140;6824
2022-01-09;18:00;2520;1
2022-11-22;23:00;8840;1
2022-10-05;18:00;7669;667
2023-06-02;15:00;4472;5897
2022-01-09;20:00;1954;1
2022-11-23;01:00;8016;1
2022-10-05;23:00;5940;2
2023-06-02;18:00;6005;2627
2022-01-10;06:00;1006;2
2022-11-23;04:00;6514;1
2022-10-06;01:00;4241;1
2023-06-03;00:00;7010;0
2022-01-10;07:00;1128;2
2022-11-23;06:00;8155;1
2022-10-06;03:00;2906;1
2023-06-03;02:00;6534;0
2022-01-10;08:00;1296;28
2022-11-23;07:00;9033;2
2022-10-06;08:00;1555;253
2023-06-03;10:00;2334;5192
2022-01-10;14:00;1319;1348
2022-11-23;08:00;9398;80
2022-10-06;10:00;692;2390
2023-06-03;19:00;5649;1271
2022-01-10;20:00;2464;2
2022-11-23;11:00;11374;2210
2022-10-07;07:00;1187;4
2023-06-04;02:00;7192;0
2022-01-10;23:00;2798;2
2022-11-23;23:00;12555;1
2022-10-07;08:00;1200;288
2023-06-04;03:00;6723;0
2022-01-11;00:00;2769;2
2022-11-24;02:00;11519;1
2022-10-07;09:00;1132;1481
2023-06-04;05:00;5700;2
2022-01-11;03:00;2530;2
2022-11-24;06:00;9214;1
2022-10-07;13:00;983;4902
2023-06-04;08:00;2648;2060
2022-01-11;06:00;2851;3
2022-11-24;11:00;6087;2501
2022-10-07;17:00;1251;1718
2023-06-04;09:00;1847;3676
2022-01-11;14:00;1802;3049
2022-11-24;14:00;7201;1883
2022-10-07;18:00;1205;518
2023-06-04;10:00;1937;5005
2022-01-11;18:00;2619;3
2022-11-24;18:00;10421;2
2022-10-08;02:00;2706;1
2023-06-04;11:00;2653;5461
2022-01-12;00:00;2116;2
2022-11-24;23:00;8801;1
2022-10-08;07:00;1753;2
2023-06-04;20:00;5479;379
2022-01-12;08:00;2244;56
2022-11-25;04:00;6176;1
2022-10-08;08:00;1740;116
2023-06-04;22:00;6474;1
2022-01-12;09:00;2256;677
2022-11-25;06:00;5183;1
2022-10-08;10:00;1028;1754
2023-06-05;01:00;6693;1
2022-01-13;04:00;2651;1
2022-11-25;07:00;4875;2
2022-10-08;18:00;926;585
2023-06-05;04:00;6189;1
2022-01-13;10:00;1950;1795
2022-11-25;10:00;3094;1612
2022-10-08;19:00;1058;25
2023-06-05;06:00;5185;110
2022-01-13;18:00;2827;4
2022-11-25;16:00;2945;455
2022-10-08;22:00;2756;1
2023-06-05;12:00;2648;6689
2022-01-13;19:00;3036;2
2022-11-25;19:00;3834;1
2022-10-09;02:00;4626;1
2023-06-05;13:00;2997;6649
2022-01-13;20:00;2902;2
2022-11-26;00:00;2625;1
2022-10-09;08:00;4803;216
2023-06-05;15:00;2878;5634
2022-01-13;21:00;2736;2
2022-11-26;10:00;3897;1813
2022-10-09;17:00;1601;1956
2023-06-05;17:00;3592;3725
2022-01-14;00:00;1899;2
2022-11-26;13:00;2950;2749
2022-10-09;21:00;4597;2
2023-06-05;18:00;4425;2483
2022-01-14;13:00;220;3594
2022-11-26;14:00;3208;2222
2022-10-09;22:00;5340;2
2023-06-05;19:00;5002;1272
2022-01-14;20:00;507;1
2022-11-26;16:00;3762;357
2022-10-10;01:00;4736;1
2023-06-06;07:00;4435;729
2022-01-15;01:00;855;2
2022-11-26;20:00;6225;1
2022-10-10;12:00;1566;3268
2023-06-06;16:00;2454;4354
2022-01-15;05:00;1296;1
2022-11-27;02:00;7660;1
2022-10-10;13:00;1909;3334
2023-06-06;18:00;3104;2510
2022-01-16;00:00;1193;2
2022-11-27;09:00;6898;984
2022-10-10;14:00;2115;3232
2023-06-07;03:00;4679;0
2022-01-16;07:00;2453;2
2022-11-28;03:00;4609;1
2022-10-10;20:00;2171;3
2023-06-07;07:00;4056;770
2022-01-16;10:00;2799;1735
2022-11-28;22:00;2951;1
2022-10-10;23:00;2884;1
2023-06-07;17:00;3506;3835
2022-01-16;15:00;2755;1861
2022-11-29;04:00;2194;1
2022-10-11;17:00;709;1169
2023-06-08;04:00;4849;0
2022-01-16;18:00;2455;3
2022-11-29;06:00;1833;1
2022-10-12;01:00;1048;1
2023-06-08;12:00;3090;6072
2022-01-16;19:00;2447;1
2022-11-29;18:00;1264;1
2022-10-12;10:00;204;1849
2023-06-09;04:00;4878;0
2022-01-16;20:00;2187;1
2022-11-29;19:00;1294;1
2022-10-12;12:00;171;3804
2023-06-09;16:00;2556;3249
2022-01-16;21:00;1963;1
2022-11-29;22:00;1175;1
2022-10-12;14:00;559;3890
2023-06-09;20:00;2277;370
2022-01-16;22:00;1880;2
2022-11-30;02:00;1032;1
2022-10-13;00:00;1304;1
2023-06-10;03:00;2905;0
2022-01-17;12:00;1200;2324
2022-11-30;07:00;1155;1
2022-10-13;01:00;1330;1
2023-06-10;05:00;2464;2
2022-01-17;13:00;1281;2337
2022-11-30;17:00;2969;9
2022-10-13;03:00;1494;1
2023-06-10;16:00;2081;4648
2022-01-17;14:00;1346;2092
2022-11-30;19:00;3951;3
2022-10-13;05:00;1916;1
2023-06-10;22:00;1161;1
2022-01-17;15:00;1229;1488
2022-11-30;23:00;3406;1
2022-10-13;06:00;2236;1
2023-06-11;05:00;1819;2
2022-01-18;04:00;2549;1
2022-12-01;03:00;3846;1
2022-10-13;08:00;2971;157
2023-06-11;06:00;1795;112
2022-01-18;05:00;2656;1
2022-12-01;05:00;4242;1
2022-10-13;18:00;3463;148
2023-06-11;13:00;425;4042
2022-01-18;06:00;2828;2
2022-12-01;08:00;4253;114
2022-10-13;23:00;3373;1
2023-06-11;15:00;746;3279
2022-01-18;14:00;3279;2057
2022-12-01;14:00;3390;1498
2022-10-14;02:00;3158;1
2023-06-11;20:00;2678;423
2022-01-18;19:00;2847;3
2022-12-01;19:00;4026;1
2022-10-14;05:00;3518;1
2023-06-12;00:00;1915;0
2022-01-18;20:00;2402;2
2022-12-02;10:00;1600;856
2022-10-14;07:00;3914;2
2023-06-12;06:00;1576;129
2022-01-18;23:00;2268;1
2022-12-02;18:00;4196;2
2022-10-14;10:00;5285;1189
2023-06-12;08:00;768;1844
2022-01-19;08:00;2367;35
2022-12-02;20:00;5643;1
2022-10-14;12:00;5999;2081
2023-06-12;11:00;440;4935
2022-01-19;11:00;2626;1115
2022-12-03;04:00;6566;1
2022-10-14;15:00;6091;1928
2023-06-12;18:00;2039;2027
2022-01-19;21:00;4437;3
2022-12-03;05:00;6356;1
2022-10-15;17:00;5030;1231
2023-06-13;03:00;3208;0
2022-01-20;04:00;3487;1
2022-12-03;16:00;4835;163
2022-10-15;23:00;4854;2
2023-06-13;07:00;2704;550
2022-01-20;11:00;2644;1888
2022-12-04;03:00;3348;1
2022-10-16;02:00;3566;1
2023-06-13;09:00;1311;2395
2022-01-20;12:00;3262;2232
2022-12-04;11:00;2626;1560
2022-10-16;06:00;3029;1
2023-06-13;17:00;3321;2932
2022-01-20;14:00;4511;1954
2022-12-04;23:00;691;1
2022-10-16;11:00;1879;3234
2023-06-13;23:00;5026;0
2022-01-20;18:00;4973;4
2022-12-05;00:00;664;1
2022-10-16;12:00;2190;3964
2023-06-14;01:00;4415;0
2022-01-20;20:00;5410;2
2022-12-05;05:00;765;1
2022-10-16;17:00;4045;1502
2023-06-14;08:00;1502;1730
2022-01-21;15:00;4159;2085
2022-12-05;06:00;745;1
2022-10-16;18:00;4361;338
2023-06-14;15:00;1611;5917
2022-01-22;07:00;2780;4
2022-12-05;12:00;609;3279
2022-10-17;07:00;7539;2
2023-06-14;16:00;2134;5144
2022-01-22;10:00;1823;2128
2022-12-05;16:00;732;398
2022-10-17;08:00;6800;127
2023-06-15;03:00;2467;0
2022-01-22;14:00;2016;2941
2022-12-05;18:00;1434;2
2022-10-17;10:00;5605;1573
2023-06-15;08:00;1312;1802
2022-01-22;16:00;2254;1055
2022-12-05;23:00;1851;1
2022-10-18;08:00;1827;137
2023-06-15;10:00;993;4261
2022-01-22;19:00;2291;1
2022-12-06;01:00;1858;1
2022-10-18;17:00;2021;1411
2023-06-15;12:00;1365;5865
2022-01-23;01:00;1611;2
2022-12-06;11:00;1207;2170
2022-10-18;18:00;2513;281
2023-06-15;14:00;1425;6282
2022-01-23;02:00;1639;2
2022-12-06;15:00;1242;914
2022-10-18;22:00;5525;1
2023-06-15;21:00;2236;65
2022-01-23;07:00;2183;2
2022-12-06;18:00;1852;1
2022-10-19;12:00;5864;3426
2023-06-15;22:00;2606;0
2022-01-23;09:00;2295;856
2022-12-06;19:00;1815;1
2022-10-19;17:00;6918;777
2023-06-15;23:00;2906;0
2022-01-23;11:00;2345;2861
2022-12-07;01:00;2427;1
2022-10-19;20:00;7830;1
2023-06-16;03:00;1803;0
2022-01-23;14:00;2385;3023
2022-12-07;08:00;2119;112
2022-10-19;22:00;6727;1
2023-06-16;10:00;217;5287
2022-01-23;21:00;3997;2
2022-12-07;13:00;1415;2920
2022-10-19;23:00;6303;1
2023-06-16;20:00;663;517
2022-01-23;23:00;3691;2
2022-12-07;23:00;1402;1
2022-10-20;10:00;5384;1303
2023-06-16;21:00;922;58
2022-01-24;11:00;1100;3214
2022-12-08;03:00;1249;1
2022-10-20;13:00;5774;2341
2023-06-17;02:00;1118;0
2022-01-24;22:00;1159;2
2022-12-08;09:00;1321;554
2022-10-20;14:00;5953;2499
2023-06-17;04:00;887;0
2022-01-25;04:00;421;1
2022-12-08;16:00;2039;78
2022-10-20;22:00;7699;1
2023-06-17;07:00;1099;790
2022-01-25;06:00;356;2
2022-12-09;01:00;2895;1
2022-10-21;04:00;8267;1
2023-06-17;15:00;688;5754
2022-01-25;08:00;287;80
2022-12-09;06:00;2614;1
2022-10-21;05:00;9027;1
2023-06-17;22:00;1575;0
2022-01-25;10:00;180;1998
2022-12-09;13:00;1771;1741
2022-10-21;08:00;7346;35
2023-06-18;01:00;3463;0
2022-01-25;14:00;61;3152
2022-12-09;16:00;1781;217
2022-10-21;19:00;6729;3
2023-06-18;02:00;3617;0
2022-01-25;21:00;238;2
2022-12-09;17:00;1855;5
2022-10-21;21:00;7056;1
2023-06-18;03:00;3446;0
2022-01-26;00:00;288;2
2022-12-09;22:00;1565;1
2022-10-22;07:00;4400;1
2023-06-18;09:00;1426;2510
2022-01-26;03:00;358;2
2022-12-10;00:00;1300;1
2022-10-22;09:00;3654;944
2023-06-18;12:00;1762;5139
2022-01-26;10:00;566;1964
2022-12-10;01:00;1254;1
2022-10-22;11:00;2208;3325
2023-06-18;17:00;4124;2994
2022-01-26;16:00;702;1175
2022-12-10;03:00;1513;1
2022-10-22;20:00;4651;2
2023-06-19;00:00;3249;0
2022-01-26;17:00;855;202
2022-12-10;11:00;1371;2324
2022-10-22;22:00;6419;1
2023-06-19;07:00;1137;650
2022-01-26;22:00;1652;2
2022-12-10;12:00;1403;2822
2022-10-23;01:00;6773;1
2023-06-19;11:00;730;4497
2022-01-27;06:00;2975;2
2022-12-10;14:00;1548;2466
2022-10-23;09:00;7908;433
2023-06-20;11:00;3111;3536
2022-01-27;07:00;3328;2
2022-12-11;01:00;2402;1
2022-10-23;11:00;9175;1613
2023-06-20;14:00;3519;4811
2022-01-27;13:00;4459;2772
2022-12-11;10:00;1918;1435
2022-10-23;14:00;10552;2519
2023-06-20;15:00;4198;4302
2022-01-27;18:00;3999;4
2022-12-11;16:00;1018;418
2022-10-24;08:00;11431;60
2023-06-20;20:00;1601;366
2022-01-27;19:00;4003;2
2022-12-11;21:00;1612;1
2022-10-24;09:00;11016;693
2023-06-20;22:00;1219;1
2022-01-27;23:00;3024;2
2022-12-12;03:00;1300;1
2022-10-24;10:00;10683;1902
2023-06-21;02:00;1065;1
2022-01-28;08:00;1129;84
2022-12-12;08:00;1362;105
2022-10-24;15:00;10309;2997
2023-06-21;04:00;881;0
2022-01-28;10:00;882;1399
2022-12-12;19:00;5989;1
2022-10-24;19:00;7812;3
2023-06-21;09:00;407;2386
2022-01-28;15:00;1881;1878
2022-12-13;10:00;4569;740
2022-10-24;20:00;7985;2
2023-06-21;11:00;304;4027
2022-01-28;16:00;2007;1019
2022-12-13;13:00;2587;1160
2022-10-25;05:00;3685;1
2023-06-21;13:00;294;4580
2022-01-28;17:00;2092;178
2022-12-13;18:00;3155;1
2022-10-25;06:00;3468;1
2023-06-22;00:00;3287;1
2022-01-28;19:00;2705;3
2022-12-13;20:00;3783;1
2022-10-25;09:00;3100;726
2023-06-22;01:00;3154;0
2022-01-28;22:00;3459;2
2022-12-13;22:00;3227;1
2022-10-25;11:00;2534;2556
2023-06-22;10:00;2775;2063
2022-01-29;03:00;5236;2
2022-12-14;08:00;1599;24
2022-10-26;01:00;7164;1
2023-06-22;14:00;5030;4192
2022-01-29;05:00;5944;2
2022-12-14;22:00;2177;1
2022-10-26;02:00;7269;1
2023-06-23;01:00;4058;1
2022-01-29;07:00;6693;2
2022-12-15;00:00;2431;1
2022-10-26;03:00;6969;1
2023-06-23;03:00;2486;0
2022-01-29;16:00;9812;742
2022-12-15;03:00;3462;1
2022-10-26;07:00;7433;1
2023-06-23;09:00;630;3584
2022-01-30;07:00;2208;3
2022-12-15;22:00;7172;1
2022-10-26;10:00;5667;2091
2023-06-23;13:00;1135;7037
2022-01-30;15:00;1183;1677
2022-12-16;02:00;6114;1
2022-10-26;18:00;1888;156
2023-06-23;18:00;1905;3385
2022-01-30;17:00;1310;124
2022-12-16;06:00;5502;1
2022-10-27;08:00;8120;66
2023-06-24;01:00;2449;0
2022-01-30;20:00;2452;2
2022-12-16;08:00;4734;48
2022-10-27;12:00;5467;2847
2023-06-24;05:00;2632;2
2022-01-30;23:00;5580;2
2022-12-16;12:00;2175;2679
2022-10-27;19:00;7700;1
2023-06-24;08:00;1709;2275
2022-01-31;03:00;10983;1
2022-12-16;16:00;2218;343
2022-10-28;01:00;7769;1
2023-06-24;11:00;1495;6654
2022-01-31;15:00;13931;1548
2022-12-16;21:00;2912;1
2022-10-28;16:00;2435;1893
2023-06-24;17:00;1152;5102
2022-01-31;16:00;13426;895
2022-12-17;07:00;2750;1
2022-10-28;22:00;2927;1
2023-06-24;18:00;1240;3587
2022-01-31;18:00;11610;2
2022-12-17;17:00;2500;15
2022-10-29;05:00;5950;1
2023-06-24;22:00;2437;3
2022-02-01;06:00;5946;2
2022-12-17;22:00;3516;1
2022-10-29;08:00;7222;71
2023-06-25;03:00;2956;0
2022-02-01;11:00;10220;2447
2022-12-18;13:00;7301;2601
2022-10-29;20:00;5782;1
2023-06-25;21:00;4836;58
2022-02-01;19:00;12339;2
2022-12-18;18:00;10928;4
2022-10-30;09:00;4156;1805
2023-06-25;22:00;5256;2
2022-02-01;20:00;12312;2
2022-12-18;19:00;11169;2
2022-10-30;10:00;3862;2813
2023-06-26;01:00;5895;1
